開講年度	開講学期	曜日	時限	教員	科目名	授業番号	単位数	シラバスURL	科目区分	学部コード
2023	後期	水	1限	木村 晶子	実践英語Ib(802)(再履修)【南大沢】	A0137	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D02_A0137.html	言語科目	0D02
2023	後期	月	5限	NSE	実践英語Id(801)(再履修)【南大沢】	A0138	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_A0138.html	言語科目	0D02
2023	後期	月	5限	NSE	実践英語IId(831)(再履修)【日野】	A0139	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_A0139.html	言語科目	0D02
2023	後期	月	1限	柚原 一郎	実践英語IIb(801)(再履修)【南大沢】	A0140	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_A0140.html	言語科目	0D02
2023	後期	月	2限	NSE	実践英語IId(801)(再履修)【南大沢】	A0141	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_A0141.html	言語科目	0D02
2023	前期	木	2限	吉田 朋正	実践英語Ia(803)(再履修)【南大沢】	A0143	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0143.html	言語科目	0D02
2023	前期	月	2限	神田明延	実践英語IIa(802)(再履修)【南大沢】	A0144	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/1/2023_0D02_A0144.html	言語科目	0D02
2023	前期	火	1限	TamaraP.Eldridge	AcademicEnglishI(401)	A0145	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0145.html	言語科目	0D02
2023	前期	火	1限	志子田 祥子	AcademicEnglishI(402)	A0146	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0146.html	言語科目	0D02
2023	前期	火	1限	鈴木 美徳	AcademicEnglishI(403)	A0147	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0147.html	言語科目	0D02
2023	前期	火	1限	工藤 怜之	AcademicEnglishI(404)	A0148	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0148.html	言語科目	0D02
2023	前期	火	1限	芦部 美和子	AcademicEnglishI(405)	A0149	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0149.html	言語科目	0D02
2023	前期	火	1限	勝亦 佑磨	AcademicEnglishI(406)	A0150	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0150.html	言語科目	0D02
2023	前期	木	2限	三宅 昭良	AcademicEnglishI(407)	A0151	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0151.html	言語科目	0D02
2023	前期	木	2限	内田 大貴	AcademicEnglishI(408)	A0152	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0152.html	言語科目	0D02
2023	前期	木	2限	佐藤 亮司	AcademicEnglishI(409)	A0153	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0153.html	言語科目	0D02
2023	前期	木	2限	大槻 一統	AcademicEnglishI(410)	A0154	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0154.html	言語科目	0D02
2023	前期	木	2限	中村 麻衣子	AcademicEnglishI(411)	A0155	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0155.html	言語科目	0D02
2023	前期	木	2限	柚原 一郎	AcademicEnglishI(412)	A0156	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0156.html	言語科目	0D02
2023	前期	火	1限	NSE	実践英語IIc(601)	A0158	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0158.html	言語科目	0D02
2023	前期	火	1限	NSE	実践英語IIc(602)	A0159	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0159.html	言語科目	0D02
2023	前期	火	1限	NSE	実践英語IIc(603)	A0160	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0160.html	言語科目	0D02
2023	前期	火	1限	NSE	実践英語IIc(604)	A0161	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0161.html	言語科目	0D02
2023	前期	火	1限	NSE	実践英語IIc(605)	A0162	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0162.html	言語科目	0D02
2023	前期	火	1限	NSE	実践英語IIc(606)	A0163	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0163.html	言語科目	0D02
2023	前期	火	1限	NSE	実践英語IIc(607)	A0164	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0164.html	言語科目	0D02
2023	前期	火	1限	NSE	実践英語IIc(608)	A0165	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0165.html	言語科目	0D02
2023	前期	木	2限	NSE	実践英語IIc(609)	A0166	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0166.html	言語科目	0D02
2023	前期	木	2限	NSE	実践英語IIc(610)	A0167	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0167.html	言語科目	0D02
2023	前期	木	2限	NSE	実践英語IIc(611)	A0168	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0168.html	言語科目	0D02
2023	前期	木	2限	NSE	実践英語IIc(612)	A0169	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0169.html	言語科目	0D02
2023	前期	木	2限	NSE	実践英語IIc(613)	A0170	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0170.html	言語科目	0D02
2023	後期	火	1限	TamaraP.Eldridge	AcademicEnglishII(401)	A0171	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0171.html	言語科目	0D02
2023	後期	火	1限	志子田 祥子	AcademicEnglishII(402)	A0172	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0172.html	言語科目	0D02
2023	後期	火	1限	鈴木 美徳	AcademicEnglishII(403)	A0173	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0173.html	言語科目	0D02
2023	後期	火	1限	工藤 怜之	AcademicEnglishII(404)	A0174	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0174.html	言語科目	0D02
2023	後期	火	1限	芦部 美和子	AcademicEnglishII(405)	A0175	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0175.html	言語科目	0D02
2023	後期	火	1限	勝亦 佑磨	AcademicEnglishII(406)	A0176	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0176.html	言語科目	0D02
2023	後期	木	2限	三宅 昭良	AcademicEnglishII(407)	A0177	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0177.html	言語科目	0D02
2023	後期	木	2限	内田 大貴	AcademicEnglishII(408)	A0178	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0178.html	言語科目	0D02
2023	後期	木	2限	鈴木 弥香子	AcademicEnglishII(409)	A0179	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0179.html	言語科目	0D02
2023	後期	木	2限	大槻 一統	AcademicEnglishII(410)	A0180	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0180.html	言語科目	0D02
2023	後期	木	2限	中村 麻衣子	AcademicEnglishII(411)	A0181	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0181.html	言語科目	0D02
2023	後期	木	2限	柚原 一郎	AcademicEnglishII(412)	A0182	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0182.html	言語科目	0D02
2023	後期	火	1限	NSE	実践英語IId(601)	A0184	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0184.html	言語科目	0D02
2023	後期	火	1限	NSE	実践英語IId(602)	A0185	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0185.html	言語科目	0D02
2023	後期	火	1限	NSE	実践英語IId(603)	A0186	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0186.html	言語科目	0D02
2023	後期	火	1限	NSE	実践英語IId(604)	A0187	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0187.html	言語科目	0D02
2023	後期	火	1限	NSE	実践英語IId(605)	A0188	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0188.html	言語科目	0D02
2023	後期	火	1限	NSE	実践英語IId(606)	A0189	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0189.html	言語科目	0D02
2023	後期	火	1限	NSE	実践英語IId(607)	A0190	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0190.html	言語科目	0D02
2023	後期	火	1限	NSE	実践英語IId(608)	A0191	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0191.html	言語科目	0D02
2023	後期	木	2限	NSE	実践英語IId(609)	A0192	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0192.html	言語科目	0D02
2023	後期	木	2限	NSE	実践英語IId(610)	A0193	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0193.html	言語科目	0D02
2023	後期	木	2限	NSE	実践英語IId(611)	A0194	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0194.html	言語科目	0D02
2023	後期	木	2限	NSE	実践英語IId(612)	A0195	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0195.html	言語科目	0D02
2023	後期	木	2限	NSE	実践英語IId(613)	A0196	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0196.html	言語科目	0D02
2023	前期	火	2限	辻 麻子	AcademicEnglishI(501)	A0197	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0197.html	言語科目	0D02
2023	前期	火	2限	鈴木 弥香子	AcademicEnglishI(502)	A0198	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0198.html	言語科目	0D02
2023	前期	火	2限	山口 京一郎	AcademicEnglishI(503)	A0199	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0199.html	言語科目	0D02
2023	前期	火	2限	工藤 怜之	AcademicEnglishI(504)	A0200	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0200.html	言語科目	0D02
2023	前期	火	2限	勝亦 佑磨	AcademicEnglishI(505)	A0201	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0201.html	言語科目	0D02
2023	前期	火	2限	堀越 庸一郎	AcademicEnglishI(506)	A0202	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0202.html	言語科目	0D02
2023	前期	木	1限	大和久 悌一郎	AcademicEnglishI(507)	A0203	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0203.html	言語科目	0D02
2023	前期	木	1限	内田 大貴	AcademicEnglishI(508)	A0204	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0204.html	言語科目	0D02
2023	前期	木	1限	志子田 祥子	AcademicEnglishI(509)	A0205	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0205.html	言語科目	0D02
2023	前期	木	1限	江頭 浩樹	AcademicEnglishI(510)	A0206	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0206.html	言語科目	0D02
2023	前期	火	2限	NSE	実践英語IIc(401)	A0207	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0207.html	言語科目	0D02
2023	前期	火	2限	NSE	実践英語IIc(402)	A0208	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0208.html	言語科目	0D02
2023	前期	火	2限	NSE	実践英語IIc(403)	A0209	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0209.html	言語科目	0D02
2023	前期	火	2限	NSE	実践英語IIc(404)	A0210	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0210.html	言語科目	0D02
2023	前期	火	2限	NSE	実践英語IIc(405)	A0211	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0211.html	言語科目	0D02
2023	前期	火	2限	NSE	実践英語IIc(406)	A0212	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0212.html	言語科目	0D02
2023	前期	木	1限	NSE	実践英語IIc(407)	A0213	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0213.html	言語科目	0D02
2023	前期	木	1限	NSE	実践英語IIc(408)	A0214	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0214.html	言語科目	0D02
2023	前期	木	1限	NSE	実践英語IIc(409)	A0215	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0215.html	言語科目	0D02
2023	前期	木	1限	NSE	実践英語IIc(410)	A0216	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0216.html	言語科目	0D02
2023	前期	木	1限	NSE	実践英語IIc(411)	A0217	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0217.html	言語科目	0D02
2023	前期	木	1限	NSE	実践英語IIc(412)	A0218	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0218.html	言語科目	0D02
2023	前期	火	2限	楊 潔	情報リテラシー実践I42	A0220	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D01_A0220.html	基礎科目群	0D01
2023	前期	火	2限	根元 裕樹	情報リテラシー実践I44	A0221	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D01_A0221.html	基礎科目群	0D01
2023	前期	水	3限	児玉 謙太郎	情報リテラシー実践I67	A0222	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/3/2023_0D01_A0222.html	基礎科目群	0D01
2023	前期	木	2限	濱 雄亮	情報リテラシー実践I68	A0223	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D01_A0223.html	基礎科目群	0D01
2023	後期	火	2限	辻 麻子	AcademicEnglishII(501)	A0224	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0224.html	言語科目	0D02
2023	後期	火	2限	鈴木 弥香子	AcademicEnglishII(502)	A0225	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0225.html	言語科目	0D02
2023	後期	火	2限	山口 京一郎	AcademicEnglishII(503)	A0226	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0226.html	言語科目	0D02
2023	後期	火	2限	工藤 怜之	AcademicEnglishII(504)	A0227	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0227.html	言語科目	0D02
2023	後期	火	2限	勝亦 佑磨	AcademicEnglishII(505)	A0228	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0228.html	言語科目	0D02
2023	後期	火	2限	堀越 庸一郎	AcademicEnglishII(506)	A0229	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0229.html	言語科目	0D02
2023	後期	木	1限	大和久 悌一郎	AcademicEnglishII(507)	A0230	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0230.html	言語科目	0D02
2023	後期	木	1限	内田 大貴	AcademicEnglishII(508)	A0231	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0231.html	言語科目	0D02
2023	後期	木	1限	志子田 祥子	AcademicEnglishII(509)	A0232	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0232.html	言語科目	0D02
2023	後期	木	1限	江頭 浩樹	AcademicEnglishII(510)	A0233	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0233.html	言語科目	0D02
2023	後期	火	2限	NSE	実践英語IId(401)	A0234	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0234.html	言語科目	0D02
2023	後期	火	2限	NSE	実践英語IId(402)	A0235	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0235.html	言語科目	0D02
2023	後期	火	2限	NSE	実践英語IId(403)	A0236	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0236.html	言語科目	0D02
2023	後期	火	2限	NSE	実践英語IId(404)	A0237	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0237.html	言語科目	0D02
2023	後期	火	2限	NSE	実践英語IId(405)	A0238	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0238.html	言語科目	0D02
2023	後期	火	2限	NSE	実践英語IId(406)	A0239	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0239.html	言語科目	0D02
2023	後期	木	1限	NSE	実践英語IId(407)	A0240	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0240.html	言語科目	0D02
2023	後期	木	1限	NSE	実践英語IId(408)	A0241	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0241.html	言語科目	0D02
2023	後期	木	1限	NSE	実践英語IId(409)	A0242	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0242.html	言語科目	0D02
2023	後期	木	1限	NSE	実践英語IId(410)	A0243	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0243.html	言語科目	0D02
2023	後期	木	1限	NSE	実践英語IId(411)	A0244	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0244.html	言語科目	0D02
2023	後期	木	1限	NSE	実践英語IId(412)	A0245	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/4/2023_0D02_A0245.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(101)	A0248	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0248.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(102)	A0249	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0249.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(103)	A0250	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0250.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(104)	A0251	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0251.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(105)	A0252	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0252.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(106)	A0253	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0253.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(107)	A0254	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0254.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(108)	A0255	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0255.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(109)	A0256	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0256.html	言語科目	0D02
2023	前期	火	3限	NSE	実践英語IIc(110)	A0257	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0257.html	言語科目	0D02
2023	前期	火	3限	辻 麻子	実践英語IIa(201)	A0258	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0258.html	言語科目	0D02
2023	前期	火	3限	堀越 庸一郎	実践英語IIa(202)	A0259	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0259.html	言語科目	0D02
2023	前期	火	3限	鈴木 弥香子	実践英語IIa(203)	A0260	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0260.html	言語科目	0D02
2023	前期	火	3限	芦部 美和子	実践英語IIa(204)	A0261	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0261.html	言語科目	0D02
2023	前期	火	3限	山口 京一郎	実践英語IIa(205)	A0262	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0262.html	言語科目	0D02
2023	前期	火	3限	鈴木 希	実践英語IIa(206)	A0263	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0263.html	言語科目	0D02
2023	前期	火	3限	小路 邦子	実践英語IIa(207)	A0264	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0264.html	言語科目	0D02
2023	前期	火	3限	高岸冬詩	実践英語IIa(208)	A0265	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0265.html	言語科目	0D02
2023	前期	火	3限	越 朋彦	実践英語IIa(209)	A0266	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0266.html	言語科目	0D02
2023	前期	火	3限	生駒 久美	実践英語IIa(210)	A0267	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0267.html	言語科目	0D02
2023	前期	火	3限	根元 裕樹	情報リテラシー実践I51	A0268	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D01_A0268.html	基礎科目群	0D01
2023	前期	火	3限	楊 潔	情報リテラシー実践I53	A0269	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D01_A0269.html	基礎科目群	0D01
2023	前期	火	3限	白川 徹	情報リテラシー実践I54	A0270	2	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D01_A0270.html	基礎科目群	0D01
2023	後期	火	3限	NSE	実践英語IId(101)	A0271	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0271.html	言語科目	0D02
2023	後期	火	3限	NSE	実践英語IId(102)	A0272	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0272.html	言語科目	0D02
2023	後期	火	3限	NSE	実践英語IId(103)	A0273	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0273.html	言語科目	0D02
2023	後期	火	3限	NSE	実践英語IId(104)	A0274	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0274.html	言語科目	0D02
2023	後期	火	3限	NSE	実践英語IId(105)	A0275	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0275.html	言語科目	0D02
2023	後期	火	3限	NSE	実践英語IId(106)	A0276	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0276.html	言語科目	0D02
2023	後期	火	3限	NSE	実践英語IId(107)	A0277	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0277.html	言語科目	0D02
2023	後期	火	3限	NSE	実践英語IId(108)	A0278	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0278.html	言語科目	0D02
2023	後期	火	3限	NSE	実践英語IId(109)	A0279	1	http://www.kyouikujouhou.eas.tmu.ac.jp/syllabus/2023/0/2/2023_0D02_A0279.html	言語科目	0D02
